question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
134436,71748,2020,West Virginia,1008,Triton Polling & Research,1467,WMOV Radio,Triton Polling & Research,497,Triton Polling & Research,,544,lv,lv,Automated Phone,Governor,0,,10/19/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:41,,https://assets.documentcloud.org/documents/20398833/201021-triton-west-virgina-survey-topline-results.pdf,general,7828,Salango,16068,Ben Salango,DEM,34.9
134436,71748,2020,West Virginia,1008,Triton Polling & Research,1467,WMOV Radio,Triton Polling & Research,497,Triton Polling & Research,,544,lv,lv,Automated Phone,Governor,0,,10/19/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:41,,https://assets.documentcloud.org/documents/20398833/201021-triton-west-virgina-survey-topline-results.pdf,general,7828,Justice,13493,James Justice,REP,53.1
134436,71748,2020,West Virginia,1008,Triton Polling & Research,1467,WMOV Radio,Triton Polling & Research,497,Triton Polling & Research,,544,lv,lv,Automated Phone,Governor,0,,10/19/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:41,,https://assets.documentcloud.org/documents/20398833/201021-triton-west-virgina-survey-topline-results.pdf,general,7828,Kolenich,16096,Erika Klie Kolenich,LIB,3.3
134436,71748,2020,West Virginia,1008,Triton Polling & Research,1467,WMOV Radio,Triton Polling & Research,497,Triton Polling & Research,,544,lv,lv,Automated Phone,Governor,0,,10/19/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:41,,https://assets.documentcloud.org/documents/20398833/201021-triton-west-virgina-survey-topline-results.pdf,general,7828,Lutz,16097,Daniel P. Lutz,MTP,3.3
134040,71554,2020,Missouri,1347,Cygnal,1479,Ready Education Network,Cygnal,67,Cygnal,A/B,600,lv,lv,IVR/Online/Text,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/21/20 13:38,"",https://www.cygn.al/cygnal-poll-parson-up-6-points-in-missouri-governors-race/,general,7820,Galloway,13483,Nicole Galloway,DEM,41.5
134040,71554,2020,Missouri,1347,Cygnal,1479,Ready Education Network,Cygnal,67,Cygnal,A/B,600,lv,lv,IVR/Online/Text,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/21/20 13:38,"",https://www.cygn.al/cygnal-poll-parson-up-6-points-in-missouri-governors-race/,general,7820,Parson,13484,Mike Parson,REP,48.1
134040,71554,2020,Missouri,1347,Cygnal,1479,Ready Education Network,Cygnal,67,Cygnal,A/B,600,lv,lv,IVR/Online/Text,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/21/20 13:38,"",https://www.cygn.al/cygnal-poll-parson-up-6-points-in-missouri-governors-race/,general,7820,Bauer,16009,Jerome Bauer,GRE,0.7
134040,71554,2020,Missouri,1347,Cygnal,1479,Ready Education Network,Cygnal,67,Cygnal,A/B,600,lv,lv,IVR/Online/Text,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/21/20 13:38,"",https://www.cygn.al/cygnal-poll-parson-up-6-points-in-missouri-governors-race/,general,7820,Combs,16008,Rik Combs,LIB,2.4
134430,71747,2020,Montana,1424,Siena College/The New York Times Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,758,lv,lv,Live Phone,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:03,,https://int.nyt.com/data/documenttools/mt101820-crosstabs/1bf52689f78606b4/full.pdf,general,7821,Cooney,14688,Mike Cooney,DEM,44.0
134430,71747,2020,Montana,1424,Siena College/The New York Times Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,758,lv,lv,Live Phone,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:03,,https://int.nyt.com/data/documenttools/mt101820-crosstabs/1bf52689f78606b4/full.pdf,general,7821,Gianforte,14689,Greg Gianforte,REP,48.0
134430,71747,2020,Montana,1424,Siena College/The New York Times Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,758,lv,lv,Live Phone,Governor,0,,10/18/20,10/20/20,11/3/20,"",false,,,false,false,10/23/20 13:03,,https://int.nyt.com/data/documenttools/mt101820-crosstabs/1bf52689f78606b4/full.pdf,general,7821,Bishop,16066,Lyman Bishop,LIB,4.0
134282,71677,2020,Montana,603,Strategies 360,1483,KTVM NBC Montana,Strategies 360,321,Strategies 360,B/C,500,lv,lv,Live Phone/Online,Governor,0,,10/15/20,10/20/20,11/3/20,"",false,,,false,false,10/22/20 14:09,,https://www.scribd.com/document/481195217/20-700-Montana-Elections-Survey-Toplines1-pdf,general,7821,Cooney,14688,Mike Cooney,DEM,41.0
134282,71677,2020,Montana,603,Strategies 360,1483,KTVM NBC Montana,Strategies 360,321,Strategies 360,B/C,500,lv,lv,Live Phone/Online,Governor,0,,10/15/20,10/20/20,11/3/20,"",false,,,false,false,10/22/20 14:09,,https://www.scribd.com/document/481195217/20-700-Montana-Elections-Survey-Toplines1-pdf,general,7821,Gianforte,14689,Greg Gianforte,REP,48.0
